name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_caught_stealing,r_total_stolen_base,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hp_to_1b,sprint_speed,team_id,team_name,division,league,avg_220,avg_240,avg_260,avg_280,avg_300,hr_10,hr_20,hr_30,hr_40,sb_05,sb_10,sb_15,sb_20
"Pillar, Kevin",607680,2021,32,325,347,75,47,11,2,15,81,11,23.3,3.2,0.231,0.415,0.277,0.692,47,3,4,85.8,34.7,7.3,4.4,27.5,121.0,NYM,NLE,NL,True,False,False,False,False,True,False,False,False,False,False,False,False
"Stallings, Jacob",607732,2021,31,374,427,92,63,20,1,8,85,49,19.9,11.5,0.246,0.369,0.335,0.704,53,0,0,88.1,37.1,4.5,4.88,24.1,134.0,PIT,NLC,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Ramirez, Jose",608070,2021,28,552,636,147,74,32,5,36,87,72,13.7,11.3,0.266,0.538,0.355,0.893,103,4,27,90.0,33.4,11.1,4.34,28.2,114.0,CLE,ALC,AL,True,True,True,False,False,True,True,True,False,True,True,True,True
"Bregman, Alex",608324,2021,27,348,400,94,65,17,0,12,53,44,13.3,11.0,0.27,0.422,0.355,0.777,55,0,1,89.0,33.8,6.4,4.68,25.6,117.0,HOU,ALW,AL,True,True,True,False,False,True,False,False,False,False,False,False,False
"De Jong, Chase",608328,2021,27,12,15,1,0,1,0,0,5,0,33.3,0.0,0.083,0.167,0.083,0.25,0,0,0,83.6,20.0,0.0,,24.6,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fried, Max",608331,2021,27,55,67,15,12,3,0,0,18,4,26.9,6.0,0.273,0.327,0.322,0.649,5,0,0,90.3,31.1,0.0,,26.1,144.0,ATL,NLE,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Gallo, Joey",608336,2021,27,498,616,99,47,13,1,38,213,111,34.6,18.0,0.199,0.458,0.351,0.809,77,0,6,91.5,29.4,18.5,4.53,27.4,147.0,NYY,ALE,AL,False,False,False,False,False,True,True,True,False,True,False,False,False
"Kelly, Carson",608348,2021,26,304,359,73,48,11,1,13,74,44,20.6,12.3,0.24,0.411,0.343,0.754,46,0,0,88.2,37.9,8.5,4.8,25.6,109.0,ARI,NLW,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Seager, Corey",608369,2021,27,353,409,108,67,22,3,16,66,48,16.1,11.7,0.306,0.521,0.394,0.915,57,1,1,91.0,36.6,12.4,4.6,26.5,119.0,LAD,NLW,NL,True,True,True,True,True,True,False,False,False,False,False,False,False
"Williams, Nick",608384,2021,27,10,13,0,0,0,0,0,4,1,30.8,7.7,0.0,0.0,0.231,0.231,0,0,0,86.0,33.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Winker, Jesse",608385,2021,27,423,485,129,72,32,1,24,75,53,15.5,10.9,0.305,0.556,0.394,0.95,71,0,1,90.6,38.2,11.2,4.67,25.8,113.0,CIN,NLC,NL,True,True,True,True,True,True,True,False,False,False,False,False,False
"Godoy, Jose",608422,2021,26,37,40,6,5,1,0,0,14,3,35.0,7.5,0.162,0.189,0.225,0.414,3,0,0,86.2,17.4,4.3,,25.7,136.0,SEA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Marquez, German",608566,2021,26,53,60,14,8,5,0,1,13,0,21.7,0.0,0.264,0.415,0.264,0.679,9,0,0,85.3,34.0,2.1,,24.7,115.0,COL,NLW,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Mazara, Nomar",608577,2021,26,165,181,35,25,5,2,3,45,15,24.9,8.3,0.212,0.321,0.276,0.597,19,0,0,90.4,33.1,7.4,4.53,26.4,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Murphy, Tom",608596,2021,30,277,325,56,37,8,0,11,99,40,30.5,12.3,0.202,0.35,0.304,0.654,34,0,0,88.6,30.9,8.8,4.61,27.0,136.0,SEA,ALW,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Guzman, Ronald",608597,2021,26,16,17,1,0,0,0,1,6,1,35.3,5.9,0.063,0.25,0.118,0.368,1,0,0,87.2,10.0,10.0,,24.3,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Jankowski, Travis",608671,2021,30,131,157,33,24,6,2,1,29,22,18.5,14.0,0.252,0.351,0.364,0.715,10,0,5,85.2,26.0,1.9,4.22,28.7,143.0,PHI,NLE,NL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Mayfield, Jack",608686,2021,30,266,290,58,33,15,0,10,68,17,23.4,5.9,0.218,0.387,0.272,0.659,39,0,5,85.4,28.7,6.4,4.38,27.2,108.0,LAA,ALW,AL,False,False,False,False,False,True,False,False,False,True,False,False,False
"Plawecki, Kevin",608700,2021,30,157,173,45,35,7,0,3,26,12,15.0,6.9,0.287,0.389,0.349,0.738,15,0,0,87.3,34.1,6.1,4.74,25.4,111.0,BOS,ALE,AL,True,True,True,True,False,False,False,False,False,False,False,False,False
"Refsnyder, Rob",608701,2021,30,139,157,34,25,7,0,2,40,17,25.5,10.8,0.245,0.338,0.325,0.663,12,0,1,89.2,40.0,7.0,4.44,27.3,142.0,MIN,ALC,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Mondesi, Adalberto",609275,2021,25,126,136,29,14,8,1,6,43,6,31.6,4.4,0.23,0.452,0.271,0.723,17,1,15,92.3,29.1,12.8,,28.5,118.0,KC,ALC,AL,True,False,False,False,False,False,False,False,False,True,True,True,False
"Andujar, Miguel",609280,2021,26,154,162,39,31,2,0,6,28,7,17.3,4.3,0.253,0.383,0.284,0.667,12,1,0,87.1,31.5,5.5,4.45,27.6,147.0,NYY,ALE,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Vosler, Jason",613564,2021,27,73,82,13,6,4,0,3,21,7,25.6,8.5,0.178,0.356,0.256,0.612,9,0,2,88.5,28.3,9.4,4.59,26.4,137.0,SF,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cordero, Franchy",614173,2021,26,127,136,24,17,6,0,1,51,8,37.5,5.9,0.189,0.26,0.237,0.497,9,1,1,88.6,33.8,5.2,4.25,28.6,111.0,BOS,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Reyes, Franmil",614177,2021,25,418,466,106,56,18,2,30,149,43,32.0,9.2,0.254,0.522,0.324,0.846,85,1,4,91.9,31.3,16.9,4.76,26.1,114.0,CLE,ALC,AL,True,True,False,False,False,True,True,True,False,False,False,False,False
"Torrens, Luis",620443,2021,25,346,378,84,51,16,2,15,99,28,26.2,7.4,0.243,0.431,0.299,0.73,47,0,0,90.9,34.4,10.4,4.6,26.8,136.0,SEA,ALW,AL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Robertson, Daniel",621002,2021,27,73,90,12,8,2,0,2,28,12,31.1,13.3,0.164,0.274,0.303,0.577,4,0,0,82.9,31.9,6.4,4.75,26.5,158.0,MIL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lopes, Tim",621005,2021,27,10,11,1,1,0,0,0,4,1,36.4,9.1,0.1,0.1,0.182,0.282,0,1,0,94.7,33.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Martin Jr., Richie",621006,2021,26,98,105,23,20,2,0,1,28,4,26.7,3.8,0.235,0.286,0.269,0.555,8,2,0,85.8,30.6,0.0,4.21,29.4,110.0,BAL,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Schrock, Max",621011,2021,26,125,134,36,24,7,2,3,24,8,17.9,6.0,0.288,0.448,0.328,0.776,14,1,1,85.0,40.2,2.9,4.33,27.2,113.0,CIN,NLC,NL,True,True,True,True,False,False,False,False,False,False,False,False,False
"Swanson, Dansby",621020,2021,27,588,653,146,84,33,2,27,167,52,25.6,8.0,0.248,0.449,0.311,0.76,88,3,9,89.3,36.8,11.4,4.31,28.4,144.0,ATL,NLE,NL,True,True,False,False,False,True,True,False,False,True,False,False,False
"Newman, Kevin",621028,2021,27,517,554,117,87,22,3,5,41,27,7.4,4.9,0.226,0.309,0.265,0.574,39,1,6,85.3,32.0,1.6,4.35,28.4,134.0,PIT,NLC,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Taylor, Chris",621035,2021,30,507,582,129,80,25,4,20,167,63,28.7,10.8,0.254,0.438,0.344,0.782,73,1,13,88.2,38.1,10.2,4.34,28.8,119.0,LAD,NLW,NL,True,True,False,False,False,True,True,False,False,True,True,False,False
"Correa, Carlos",621043,2021,26,555,640,155,94,34,1,26,116,75,18.1,11.7,0.279,0.485,0.366,0.851,92,0,0,90.2,33.5,9.4,4.53,26.9,117.0,HOU,ALW,AL,True,True,True,False,False,True,True,False,False,False,False,False,False
"Eflin, Zach",621107,2021,27,29,37,0,0,0,0,0,15,1,40.5,2.7,0.0,0.0,0.065,0.065,1,0,0,82.9,10.0,0.0,,22.6,143.0,PHI,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Buehler, Walker",621111,2021,26,69,82,7,5,2,0,0,45,5,54.9,6.1,0.101,0.13,0.162,0.292,3,0,0,85.7,12.5,0.0,,24.7,119.0,LAD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mills, Alec",621219,2021,29,32,36,1,0,1,0,0,26,0,72.2,0.0,0.031,0.063,0.031,0.094,0,0,0,89.4,30.0,0.0,,,112.0,CHC,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dahl, David",621311,2021,27,205,220,43,28,11,0,4,59,10,26.8,4.5,0.21,0.322,0.247,0.569,18,1,2,88.1,37.3,6.7,4.32,27.7,140.0,TEX,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Phillips, Brett",621433,2021,27,253,292,52,26,9,4,13,113,33,38.7,11.3,0.206,0.427,0.3,0.727,44,3,14,89.6,31.9,11.1,4.16,28.5,139.0,TB,ALE,AL,False,False,False,False,False,True,False,False,False,True,True,False,False
"Taylor, Tyrone",621438,2021,27,243,271,60,36,9,3,12,59,20,21.8,7.4,0.247,0.457,0.321,0.778,43,1,6,88.6,29.7,7.6,4.47,28.6,158.0,MIL,NLC,NL,True,True,False,False,False,True,False,False,False,True,False,False,False
"Buxton, Byron",621439,2021,27,235,254,72,30,23,0,19,62,13,24.4,5.1,0.306,0.647,0.358,1.005,32,1,9,92.5,35.3,17.9,3.99,30.0,142.0,MIN,ALC,AL,True,True,True,True,True,True,False,False,False,True,False,False,False
"Brinson, Lewis",621446,2021,27,274,290,62,39,14,0,9,72,13,24.8,4.5,0.226,0.376,0.263,0.639,33,1,1,88.5,29.9,6.4,4.33,28.6,146.0,MIA,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Bolt, Skye",621450,2021,27,57,60,5,3,1,0,1,15,1,25.0,1.7,0.088,0.158,0.103,0.261,4,0,2,86.4,15.9,2.3,,29.0,133.0,OAK,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Duggar, Steven",621453,2021,27,268,297,69,42,14,5,8,88,27,29.6,9.1,0.257,0.437,0.33,0.767,35,0,7,88.0,40.0,8.3,4.3,28.5,137.0,SF,NLW,NL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Rios, Edwin",621458,2021,27,51,60,4,3,0,0,1,18,7,30.0,11.7,0.078,0.137,0.217,0.354,1,0,0,90.0,27.3,12.1,4.5,26.3,119.0,LAD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Stewart, DJ",621466,2021,27,270,318,55,33,10,0,12,89,44,28.0,13.8,0.204,0.374,0.324,0.698,33,0,0,87.8,29.3,9.4,4.48,26.7,110.0,BAL,ALE,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Ward, Taylor",621493,2021,27,208,237,52,29,15,0,8,55,20,23.2,8.4,0.25,0.438,0.332,0.77,33,1,1,89.6,39.1,10.3,4.38,28.3,108.0,LAA,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Mathisen, Wyatt",621500,2021,27,42,51,5,4,0,0,1,21,5,41.2,9.8,0.119,0.19,0.255,0.445,8,0,0,86.8,31.8,4.5,,,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Nido, Tomas",621512,2021,27,153,161,34,25,5,1,3,44,5,27.3,3.1,0.222,0.327,0.261,0.588,13,0,1,88.7,42.2,6.4,4.8,25.6,121.0,NYM,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Bemboom, Anthony",621532,2021,31,27,28,6,6,0,0,0,10,1,35.7,3.6,0.222,0.222,0.25,0.472,2,0,0,83.1,29.4,0.0,,26.8,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False
"Wisdom, Patrick",621550,2021,29,338,375,78,37,13,0,28,153,32,40.8,8.5,0.231,0.518,0.305,0.823,61,1,4,91.2,39.5,16.2,4.42,28.1,112.0,CHC,NLC,NL,True,False,False,False,False,True,True,False,False,False,False,False,False
"Moroff, Max",621559,2021,28,16,16,1,1,0,0,0,10,0,62.5,0.0,0.063,0.063,0.063,0.126,1,0,0,86.1,33.3,16.7,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wendle, Joey",621563,2021,31,460,501,122,76,31,4,11,113,28,22.6,5.6,0.265,0.422,0.319,0.741,54,6,8,87.9,30.6,4.6,4.31,27.9,139.0,TB,ALE,AL,True,True,True,False,False,True,False,False,False,True,False,False,False
"Olson, Matt",621566,2021,27,565,673,153,79,35,0,39,113,88,16.8,13.1,0.271,0.54,0.371,0.911,111,1,4,91.6,32.4,12.7,4.65,25.9,133.0,OAK,ALW,AL,True,True,True,False,False,True,True,True,False,False,False,False,False
"Dean, Austin",621573,2021,27,30,38,7,4,2,0,1,11,6,28.9,15.8,0.233,0.4,0.342,0.742,7,0,0,87.4,33.3,4.8,,27.5,138.0,STL,NLC,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Wood, Alex",622072,2021,30,38,47,0,0,0,0,0,26,5,55.3,10.6,0.0,0.0,0.116,0.116,0,1,0,85.7,12.5,0.0,,22.5,137.0,SF,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Jones, Taylor",622100,2021,27,102,108,25,14,8,1,2,29,4,26.9,3.7,0.245,0.402,0.269,0.671,16,0,0,90.6,32.0,6.7,4.76,26.3,117.0,HOU,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Duffy, Matt",622110,2021,30,289,322,83,66,12,0,5,63,25,19.6,7.8,0.287,0.381,0.357,0.738,30,1,8,87.5,40.5,4.0,4.66,26.4,112.0,CHC,NLC,NL,True,True,True,True,False,False,False,False,False,True,False,False,False
"Munoz, Yairo",622168,2021,26,11,11,1,1,0,0,0,2,0,18.2,0.0,0.091,0.091,0.091,0.182,0,0,0,85.1,33.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Walton, Donovan",622268,2021,27,63,69,13,8,2,1,2,15,4,21.7,5.8,0.206,0.365,0.254,0.619,7,0,1,88.0,34.0,8.0,,27.0,136.0,SEA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Castillo, Luis",622491,2021,28,49,59,8,6,2,0,0,23,1,39.0,1.7,0.163,0.204,0.18,0.384,2,0,0,84.0,14.3,2.9,,25.0,113.0,CIN,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crismatt, Nabil",622503,2021,26,10,11,0,0,0,0,0,6,0,54.5,0.0,0.0,0.0,0.0,0.0,0,0,0,68.5,0.0,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Margot, Manuel",622534,2021,26,421,464,107,76,18,3,10,70,37,15.1,8.0,0.254,0.382,0.313,0.695,57,8,13,87.9,31.5,5.1,4.27,28.6,139.0,TB,ALE,AL,True,True,False,False,False,True,False,False,False,True,True,False,False
"Reyes, Pablo",622569,2021,27,78,87,20,14,5,0,1,15,9,17.2,10.3,0.256,0.359,0.333,0.692,3,0,4,87.1,28.6,3.2,4.5,27.7,158.0,MIL,NLC,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Senzatela, Antonio",622608,2021,26,39,51,2,2,0,0,0,19,0,37.3,0.0,0.051,0.051,0.051,0.102,1,0,0,79.8,12.5,0.0,,22.8,115.0,COL,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Camargo, Johan",622666,2021,27,16,18,0,0,0,0,0,6,2,33.3,11.1,0.0,0.0,0.111,0.111,0,0,0,82.0,10.0,0.0,,23.1,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Reyes, Victor",622682,2021,26,209,220,54,35,10,4,5,55,8,25.0,3.6,0.258,0.416,0.284,0.7,22,1,5,89.5,37.6,8.3,4.35,28.8,116.0,DET,ALC,AL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Hernandez, Elieser",622694,2021,26,14,18,1,1,0,0,0,7,0,38.9,0.0,0.071,0.071,0.071,0.142,0,0,0,86.3,27.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mateo, Jorge",622761,2021,26,194,209,48,32,11,1,4,55,9,26.3,4.3,0.247,0.376,0.293,0.669,14,3,10,85.4,33.3,5.7,4.12,30.4,110.0,BAL,ALE,AL,True,True,False,False,False,False,False,False,False,True,True,False,False
"Velazquez, Andrew",623205,2021,26,67,68,15,9,4,1,1,23,1,33.8,1.5,0.224,0.358,0.235,0.593,6,1,4,90.2,45.5,13.6,,29.3,147.0,NYY,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Giambrone, Trent",623508,2021,27,13,13,2,2,0,0,0,4,0,30.8,0.0,0.154,0.154,0.154,0.308,0,0,0,86.0,0.0,0.0,,28.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bote, David",623520,2021,28,291,327,58,38,10,2,8,73,27,22.3,8.3,0.199,0.33,0.276,0.606,35,1,0,89.9,27.5,9.9,4.47,27.2,112.0,CHC,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ramirez, Harold",623912,2021,26,339,361,91,62,21,1,7,56,14,15.5,3.9,0.268,0.398,0.305,0.703,41,1,3,91.3,24.5,6.3,4.33,28.6,114.0,CLE,ALC,AL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Santander, Anthony",623993,2021,26,406,438,98,56,24,0,18,101,23,23.1,5.3,0.241,0.433,0.286,0.719,50,1,1,90.7,34.5,8.4,4.69,26.1,110.0,BAL,ALE,AL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Suarez, Ranger",624133,2021,25,16,23,3,1,2,0,0,5,1,21.7,4.3,0.188,0.313,0.278,0.591,1,0,0,83.9,25.0,0.0,,22.5,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Alonso, Pete",624413,2021,26,561,637,147,80,27,3,37,127,60,19.9,9.4,0.262,0.519,0.344,0.863,94,0,3,91.0,34.5,14.8,4.59,26.0,121.0,NYM,NLE,NL,True,True,True,False,False,True,True,True,False,False,False,False,False
"Arroyo, Christian",624414,2021,26,164,181,43,25,12,0,6,44,8,24.3,4.4,0.262,0.445,0.324,0.769,25,0,1,86.3,35.5,7.4,4.44,27.9,111.0,BOS,ALE,AL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Biggio, Cavan",624415,2021,26,250,294,56,38,10,1,7,78,37,26.5,12.6,0.224,0.356,0.322,0.678,27,1,3,88.9,32.8,5.6,4.41,28.3,141.0,TOR,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Conforto, Michael",624424,2021,28,406,479,94,60,20,0,14,104,59,21.7,12.3,0.232,0.384,0.344,0.728,55,0,1,88.5,32.9,9.2,4.52,27.0,121.0,NYM,NLE,NL,True,False,False,False,False,True,False,False,False,False,False,False,False
"Frazier, Adam",624428,2021,29,577,639,176,130,36,5,5,69,48,10.8,7.5,0.305,0.411,0.368,0.779,43,5,10,85.4,38.9,1.0,4.42,27.1,135.0,SD,NLW,NL,True,True,True,True,True,False,False,False,False,True,True,False,False
"Trevino, Jose",624431,2021,28,285,302,68,49,14,0,5,57,12,18.9,4.0,0.239,0.34,0.267,0.607,30,1,1,87.5,33.5,4.3,4.86,24.5,140.0,TEX,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Gordon, Nick",624503,2021,25,200,216,48,34,9,1,4,55,12,25.5,5.6,0.24,0.355,0.292,0.647,23,1,10,91.2,35.6,6.8,4.43,27.9,142.0,MIN,ALC,AL,True,True,False,False,False,False,False,False,False,True,True,False,False
"McGuire, Reese",624512,2021,26,198,217,50,34,15,0,1,44,15,20.3,6.9,0.253,0.343,0.31,0.653,10,0,0,87.5,39.7,2.6,4.54,26.3,141.0,TOR,ALE,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Nunez, Dom",624513,2021,26,228,263,43,18,12,3,10,91,34,34.6,12.9,0.189,0.399,0.293,0.692,33,0,0,86.0,39.1,9.4,4.7,25.3,115.0,COL,NLW,NL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Soler, Jorge",624585,2021,29,516,602,115,61,27,0,27,142,67,23.6,11.1,0.223,0.432,0.316,0.748,70,0,0,91.2,30.9,12.7,4.68,26.9,144.0,ATL,NLE,NL,True,False,False,False,False,True,True,False,False,False,False,False,False
"Sosa, Edmundo",624641,2021,25,288,326,78,60,8,4,6,63,17,19.3,5.2,0.271,0.389,0.346,0.735,27,4,4,86.7,28.9,3.9,4.3,29.7,138.0,STL,NLC,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Heredia, Guillermo",628338,2021,30,305,347,67,36,26,0,5,81,32,23.3,9.2,0.22,0.354,0.311,0.665,26,0,0,86.6,35.6,4.0,4.36,27.8,144.0,ATL,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Hernandez, Yadiel",628450,2021,33,264,289,72,54,8,1,9,59,22,20.4,7.6,0.273,0.413,0.329,0.742,32,0,3,89.7,31.4,5.8,4.64,25.3,120.0,WSH,NLE,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Ibanez, Andy",628451,2021,28,253,272,70,46,15,2,7,35,15,12.9,5.5,0.277,0.435,0.321,0.756,25,0,0,88.8,35.5,7.3,4.33,28.0,140.0,TEX,ALW,AL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Urias, Julio",628711,2021,24,59,70,12,10,2,0,0,22,0,31.4,0.0,0.203,0.237,0.217,0.454,9,0,0,86.8,23.4,2.1,,22.3,119.0,LAD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cronenworth, Jake",630105,2021,27,567,643,151,90,33,7,21,90,55,14.0,8.6,0.266,0.46,0.34,0.8,71,3,4,88.6,35.8,7.2,4.26,28.5,135.0,SD,NLW,NL,True,True,True,False,False,True,True,False,False,False,False,False,False
"Crowe, Wil",640444,2021,26,35,41,2,1,1,0,0,14,1,34.1,2.4,0.057,0.086,0.108,0.194,0,0,0,84.7,24.0,4.0,,22.3,134.0,PIT,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Frazier, Clint",640449,2021,26,183,218,34,20,9,0,5,65,32,29.8,14.7,0.186,0.317,0.317,0.634,15,0,2,86.9,28.8,10.2,4.62,27.1,147.0,NYY,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Meadows, Austin",640457,2021,26,518,591,121,62,29,3,27,122,59,20.6,10.0,0.234,0.458,0.315,0.773,106,3,4,89.3,36.1,8.7,4.4,27.5,139.0,TB,ALE,AL,True,False,False,False,False,True,True,False,False,False,False,False,False
"Mercado, Oscar",640458,2021,26,214,238,48,30,11,1,6,42,21,17.6,8.8,0.224,0.369,0.3,0.669,19,1,7,86.2,24.9,4.0,4.37,28.9,114.0,CLE,ALC,AL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Pinder, Chad",640461,2021,29,214,233,52,29,16,1,6,62,16,26.6,6.9,0.243,0.411,0.3,0.711,27,0,1,92.6,36.6,16.3,4.59,26.6,133.0,OAK,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Alzolay, Adbert",640470,2021,26,31,33,2,1,1,0,0,13,1,39.4,3.0,0.065,0.097,0.094,0.191,0,0,0,82.0,5.3,0.0,,23.9,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lopez, Pablo",641154,2021,25,33,35,2,0,2,0,0,17,0,48.6,0.0,0.061,0.121,0.061,0.182,0,0,0,79.6,27.8,5.6,,24.3,146.0,MIA,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Anderson, Tim",641313,2021,28,527,551,163,115,29,2,17,119,22,21.6,4.0,0.309,0.469,0.338,0.807,61,7,18,89.6,32.5,7.8,4.32,28.0,145.0,CWS,ALC,AL,True,True,True,True,True,True,False,False,False,True,True,True,False
"Bauers, Jake",641343,2021,25,282,315,59,48,7,0,4,78,30,24.8,9.5,0.209,0.277,0.29,0.567,19,1,6,88.1,36.3,5.4,4.42,27.4,136.0,SEA,ALW,AL,False,False,False,False,False,False,False,False,False,True,False,False,False
"Bellinger, Cody",641355,2021,25,315,350,52,31,9,2,10,94,31,26.9,8.9,0.165,0.302,0.24,0.542,36,1,3,89.3,33.5,7.1,4.24,28.1,119.0,LAD,NLW,NL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Calhoun, Willie",641432,2021,26,260,284,65,46,10,3,6,34,21,12.0,7.4,0.25,0.381,0.31,0.691,25,2,0,90.2,28.6,3.5,4.63,26.1,140.0,TEX,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Collins, Zack",641470,2021,26,195,231,41,24,13,0,4,69,34,29.9,14.7,0.21,0.338,0.33,0.668,26,1,1,91.1,40.9,10.2,4.71,25.1,145.0,CWS,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crawford, J.P.",641487,2021,26,619,687,169,123,37,0,9,114,58,16.6,8.4,0.273,0.376,0.338,0.714,54,6,3,86.3,34.3,2.4,4.41,27.5,136.0,SEA,ALW,AL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Davis, Jonathan",641505,2021,29,87,103,11,9,1,0,1,26,12,25.2,11.7,0.126,0.172,0.252,0.424,4,1,4,85.1,25.8,6.5,4.34,28.8,147.0,NYY,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
