"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_run","xba","xslg","xobp","avg_swing_speed","squared_up_contact","squared_up_swing","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","n_outs_above_average","n_bolts","sprint_speed"
"O'Hearn, Ryan","656811","2023","29","346","368","100","63","22","1","14","82","15",".289",".480",".322","0.802","60","48",".264",".464",".300",,,,"91.9","12",35.1,"27",10.1,"-1",,"27.7"
"Rivera, Emmanuel","656896","2023","27","257","283","67","50","13","0","4","56","22",".261",".358",".314","0.672","29","32",".263",".395",".319",,,,"90.7","11.2",35.6,"12",5.9,,,"27.1"
"Schwarber, Kyle","656941","2023","30","585","720","115","48","19","1","47","215","126",".197",".474",".343","0.817","104","108",".220",".485",".362",,,,"92.4","19",34.3,"61",16.4,"-19",,"25.0"
"Smith, Pavin","656976","2023","27","191","228","36","24","5","0","7","45","35",".188",".325",".317","0.642","30","26",".228",".391",".351",,,,"89.9","13.8",34.9,"11",7.5,"-2",,"26.2"
"Thomas, Lane","657041","2023","27","628","682","168","101","36","3","28","176","36",".268",".468",".315","0.783","86","101",".255",".436",".305",,,,"88.5","10.8",36.8,"44",9.6,"-2","46","29.3"
"Tucker, Cole","657061","2023","26","8","10","4","4","0","0","0","2","1",".500",".500",".600","1.100","2","2",".365",".491",".492",,,,"87","-4.2",50,"0",0,,,"28.3"
"Verdugo, Alex","657077","2023","27","546","602","144","89","37","5","13","93","45",".264",".421",".324","0.745","54","81",".278",".417",".340",,,,"89.2","8.8",35.4,"23",5,"1",,"27.3"
"Wall, Forrest","657088","2023","27","13","15","6","3","2","0","1","4","2",".462",".846",".533","1.379","2","6",".147",".216",".260",,,,"82.1","16.4",11.1,"0",0,,"2","28.2"
"Wong, Connor","657136","2023","27","371","403","87","51","25","2","9","134","22",".235",".385",".287","0.672","36","55",".211",".361",".266",,,,"89.1","15.5",34,"22",9.1,,,"28.3"
"O'Keefe, Brian","657247","2023","29","19","21","2","0","2","0","0","7","2",".105",".211",".190","0.401","2","0",".133",".216",".215",,,,"93.6","31.6",16.7,"0",0,,,
"DeJong, Paul","657557","2023","29","372","400","77","50","13","0","14","121","21",".207",".355",".258","0.613","38","41",".219",".361",".271",,,,"85.5","16.8",34.8,"17",6.7,,,"26.8"
"Laureano, Ramón","657656","2023","28","361","404","81","50","18","4","9","114","33",".224",".371",".304","0.675","35","46",".232",".379",".312",,,,"88.2","12.9",34.7,"24",9.7,"0",,"27.9"
"Sheets, Gavin","657757","2023","27","311","344","63","43","10","0","10","66","28",".203",".331",".267","0.598","43","24",".210",".339",".274",,,,"88.1","16.9",29.7,"13",5.2,"-2",,"26.5"
"Olivares, Edward","658668","2023","27","354","385","93","54","23","4","12","64","22",".263",".452",".317","0.769","36","47",".270",".456",".326",,,,"87.3","12.2",34.2,"23",7.9,"-7","3","28.6"
"Moncada, Yoán","660162","2023","28","334","357","87","55","20","1","11","107","20",".260",".425",".305","0.730","40","39",".257",".426",".302",,,,"89.4","12.3",42.5,"23",10.1,,,"26.4"
"Ohtani, Shohei","660271","2023","28","497","599","151","73","26","8","44","143","91",".304",".654",".412","1.066","95","102",".295",".638",".406",,,,"94.4","13.2",35.6,"70",19.6,,,"27.8"
"Araúz, Jonathan","660620","2023","24","59","66","8","5","0","0","3","18","5",".136",".288",".203","0.491","9","3",".185",".288",".249",,,,"86.7","16.5",25.6,"3",7,,,"26.1"
"Hernández, Yonny","660634","2023","25","22","27","3","2","1","0","0","8","2",".136",".182",".231","0.413","4","5",".135",".170",".238",,,,"86.8","12.3",31.3,"0",0,,,"25.6"
"Bruján, Vidal","660644","2023","25","76","84","13","11","2","0","0","21","5",".171",".197",".241","0.438","6","14",".169",".214",".240",,,,"86","12",19.6,"1",1.8,,"1","26.9"
"Acuña Jr., Ronald","660670","2023","25","643","735","217","137","35","4","41","84","80",".337",".596",".416","1.012","106","149",".357",".660",".435",,,,"94.7","7.4",33.6,"86",15.3,"-8","18","28.0"
"Ruiz, Keibert","660688","2023","24","523","562","136","94","24","0","18","58","31",".260",".409",".308","0.717","67","55",".274",".425",".321",,,,"87.4","15.3",39.4,"27",5.8,,,"25.1"
"Montero, Elehuris","660707","2023","24","284","307","69","41","15","2","11","111","15",".243",".426",".290","0.716","39","40",".201",".315",".254",,,,"88.3","9.9",31.8,"12",6.8,,,"26.6"
"Gonzalez, Oscar","660757","2023","25","173","180","37","26","7","2","2","46","5",".214",".312",".239","0.551","12","15",".237",".362",".262",,,,"88.5","6.4",31.3,"10",7.8,"-6",,"28.0"
"Yepez, Juan","660766","2023","25","60","65","11","8","1","0","2","20","4",".183",".300",".246","0.546","2","5",".246",".369",".304",,,,"80","25.2",35,"3",7.5,,,"26.0"
"Sánchez, Jesús","660821","2023","25","360","402","91","51","23","3","14","107","38",".253",".450",".327","0.777","52","43",".265",".473",".339",,,,"90.4","5.6",32.9,"31",12.2,"1",,"27.5"
"Contreras, William","661388","2023","25","540","611","156","100","38","1","17","126","63",".289",".457",".367","0.824","78","86",".255",".433",".338",,,,"91.3","4.7",27.1,"39",9.4,,,"26.5"
"Serven, Brian","661531","2023","28","23","23","3","2","1","0","0","10","0",".130",".174",".130","0.304","1","0",".127",".170",".127",,,,"86.5","19",23.1,"0",0,,,"25.1"
"Varsho, Daulton","662139","2023","26","527","581","116","70","23","3","20","135","45",".220",".389",".285","0.674","61","65",".232",".394",".298",,,,"87.8","20.5",34.3,"29",7.3,"11","2","28.1"
"Jones, Jahmai","663330","2023","25","10","11","2","1","1","0","0","5","1",".200",".300",".273","0.573","3","2",".167",".302",".243",,,,"98.7","21.2",20,"1",20,,,
"Perkins, Blake","663368","2023","26","143","168","31","20","7","0","4","46","23",".217",".350",".325","0.675","20","28",".194",".302",".306",,,,"85.8","14.8",31.3,"5",5.1,"7","22","30.0"
"Nootbaar, Lars","663457","2023","25","426","503","111","73","23","1","14","99","72",".261",".418",".367","0.785","46","74",".265",".436",".372",,,,"89.1","7.2",30.8,"29",8.8,"3",,"27.8"
"Nevin, Tyler","663527","2023","26","95","111","19","13","3","1","2","25","12",".200",".316",".306","0.622","10","11",".215",".365",".320",,,,"89.3","13.7",26.8,"5",7,,,"25.7"
"Hoerner, Nico","663538","2023","26","619","688","175","135","27","4","9","83","49",".283",".383",".346","0.729","68","98",".273",".356",".339",,,,"86.6","10.5",33.2,"10",1.8,,"4","28.5"
"Cabbage, Trey","663550","2023","26","53","56","11","7","3","0","1","26","2",".208",".321",".232","0.553","7","5",".140",".239",".170",,,,"86.7","4.6",28.6,"2",7.1,,,"28.4"
"Riley, Austin","663586","2023","26","636","715","179","107","32","3","37","172","59",".281",".516",".345","0.861","97","117",".273",".516",".342",,,,"92.3","13.5",35.2,"66",13.9,,,"28.1"
"Baker, Luken","663609","2023","26","86","99","18","13","3","0","2","31","13",".209",".314",".313","0.627","10","9",".237",".384",".337",,,,"93.1","16.9",38.2,"4",7.3,,,"24.7"
"Madrigal, Nick","663611","2023","26","270","294","71","52","16","1","2","24","10",".263",".352",".311","0.663","28","34",".275",".337",".323",,,,"86.2","3.7",29.9,"2",0.8,,,"28.0"
"Larnach, Trevor","663616","2023","26","183","212","39","21","7","3","8","72","27",".213",".415",".311","0.726","40","26",".215",".431",".315",,,,"90.1","17.5",41.6,"15",13.3,"-2",,"26.7"
"Mountcastle, Ryan","663624","2023","26","423","470","114","74","21","1","18","107","37",".270",".452",".328","0.780","68","64",".273",".503",".333",,,,"91.4","12",35.9,"39",12.1,,,"28.2"
"McKenna, Ryan","663630","2023","26","122","139","31","22","7","0","2","40","9",".254",".361",".316","0.677","18","23",".226",".333",".291",,,,"91","13",31,"6",6.9,"1","2","28.7"
"Hayes, Ke'Bryan","663647","2023","26","494","525","134","81","31","7","15","104","28",".271",".453",".309","0.762","61","65",".270",".436",".309",,,,"92.2","13.2",34.1,"29",7.4,,,"27.1"
"Tucker, Kyle","663656","2023","26","574","674","163","92","37","5","29","92","80",".284",".517",".369","0.886","112","97",".292",".530",".380",,,,"90.2","14.8",35.4,"52",10.6,"-6",,"26.6"
"India, Jonathan","663697","2023","26","454","529","111","71","23","0","17","109","52",".244",".407",".338","0.745","61","78",".252",".424",".348",,,,"89.5","15.2",37.2,"27",7.7,,,"27.8"
"Bart, Joey","663698","2023","26","87","95","18","13","5","0","0","23","3",".207",".264",".263","0.527","5","9",".194",".283",".258",,,,"86.2","15.4",23.1,"4",6.2,,,"26.5"
"Raleigh, Cal","663728","2023","26","513","569","119","65","23","1","30","158","54",".232",".456",".306","0.762","75","78",".233",".466",".307",,,,"89.5","20.3",36.5,"45",12.6,,,"27.0"
"Fortes, Nick","663743","2023","26","294","323","60","44","10","0","6","59","17",".204",".299",".263","0.562","26","33",".210",".324",".269",,,,"88.2","13.9",27.1,"9",3.8,,,"27.6"
"Grisham, Trent","663757","2023","26","469","555","93","48","31","1","13","154","75",".198",".352",".315","0.667","50","67",".218",".396",".332",,,,"90.3","18.3",32.8,"38",11.9,"7","1","27.7"
"Montes, Coco","663796","2023","26","38","41","7","4","2","0","1","12","2",".184",".316",".244","0.560","3","3",".149",".232",".211",,,,"82.5","19.8",34.6,"1",3.8,,,"27.6"
"Vierling, Matt","663837","2023","26","479","530","125","89","21","5","10","112","44",".261",".388",".329","0.717","44","63",".266",".396",".335",,,,"89.1","9.1",32.2,"17",4.6,"-1","8","29.1"
"Rivas III, Alfonso","663845","2023","26","109","123","25","11","10","1","3","36","9",".229",".422",".303","0.725","15","8",".217",".343",".293",,,,"89.2","11.1",41.3,"5",6.7,,,"26.9"
"Gonzalez, Romy","663853","2023","26","93","97","18","9","4","2","3","36","2",".194",".376",".208","0.584","14","11",".211",".390",".230",,,,"90.5","5",40.7,"8",13.6,,"2","29.3"
"Stephenson, Tyler","663886","2023","26","465","517","113","78","20","2","13","135","47",".243",".378",".317","0.695","56","59",".243",".397",".318",,,,"89.4","8.9",33.5,"25",7.6,,,"26.9"
"Williams, Luke","663897","2023","26","19","19","1","1","0","0","0","7","0",".053",".053",".053","0.106","0","1",".048",".077",".048",,,,"83.2","14.8",16.7,"0",0,,,"27.4"
"Rodgers, Brendan","663898","2023","26","178","192","46","32","9","1","4","41","11",".258",".388",".313","0.701","20","21",".256",".428",".310",,,,"88.3","4.8",35.8,"15",10.9,,,"26.3"
"Blankenhorn, Travis","663905","2023","26","31","37","5","4","0","0","1","6","6",".161",".258",".297","0.555","1","2",".225",".361",".351",,,,"92.3","6.1",24,"1",4,"0",,"25.5"
"Salazar, César","663967","2023","27","18","19","2","2","0","0","0","6","1",".111",".111",".158","0.269","0","1",".141",".178",".187",,,,"85.9","17.1",25,"0",0,,,
"Lowe, Nathaniel","663993","2023","27","623","724","163","105","38","3","17","165","93",".262",".414",".360","0.774","82","89",".263",".406",".362",,,,"89.8","7.2",36.7,"30",6.5,,,"27.3"
"Happ, Ian","664023","2023","28","580","691","144","84","35","4","21","153","99",".248",".431",".360","0.791","84","86",".254",".427",".368",,,,"89.9","13",36.7,"39",9,"-7",,"27.7"
"Mathias, Mark","664029","2023","28","62","72","14","12","2","0","0","15","10",".226",".258",".333","0.591","6","6",".229",".278",".336",,,,"83.6","1.3",25.5,"0",0,,,"27.6"
"France, Ty","664034","2023","28","587","665","147","103","32","0","12","117","43",".250",".366",".337","0.703","58","79",".270",".420",".354",,,,"87.5","13.7",36.9,"32",6.8,,,"25.0"
"Lowe, Brandon","664040","2023","28","377","436","87","50","15","1","21","119","50",".231",".443",".328","0.771","68","58",".235",".449",".333",,,,"91.4","16",32.6,"28",10.7,,"2","27.3"
"Bader, Harrison","664056","2023","29","319","344","74","53","12","2","7","59","17",".232",".348",".274","0.622","40","44",".234",".375",".281",,,,"85.9","17.8",32.8,"14",5.3,"9","10","28.8"
"Stevenson, Andrew","664057","2023","29","37","40","7","6","1","0","0","8","2",".189",".216",".250","0.466","1","4",".166",".203",".229",,,,"85.4","1.6",17.2,"0",0,"1","2","29.2"
"Fletcher, David","664058","2023","29","89","97","22","19","1","0","2","9","7",".247",".326",".302","0.628","12","7",".229",".281",".286",,,,"83.3","9.3",32.1,"0",0,,,"26.2"
"Haggerty, Sam","664059","2023","29","91","108","23","18","3","1","1","17","15",".253",".341",".364","0.705","5","13",".266",".329",".376",,,,"85.9","12.1",32,"1",1.3,"-2","1","29.2"
"Moore, Dylan","664238","2023","30","145","165","30","13","9","1","7","56","16",".207",".428",".303","0.731","19","18",".203",".432",".299",,,,"89","21.4",40.4,"15",16.9,"1",,"27.7"
"Garlick, Kyle","664247","2023","31","28","30","5","2","1","0","2","11","2",".179",".429",".233","0.662","4","2",".200",".548",".254",,,,"92.1","17.2",29.4,"5",29.4,,,"26.1"
"Florial, Estevan","664314","2023","25","61","71","14","10","3","1","0","20","7",".230",".311",".324","0.635","8","5",".241",".344",".334",,,,"86.2","17.2",38.1,"1",2.4,"1","3","29.3"
"Straw, Myles","664702","2023","28","462","518","110","88","18","3","1","97","42",".238",".297",".301","0.598","29","52",".239",".300",".303",,,,"86.3","9.4",34,"2",0.5,"5","38","29.2"
"Isbel, Kyle","664728","2023","26","292","313","70","41","22","2","5","59","17",".240",".380",".282","0.662","34","45",".247",".375",".289",,,,"89.4","14.6",32.2,"13",5.5,"11",,"27.6"
"Bohm, Alec","664761","2023","26","558","611","153","102","31","0","20","94","42",".274",".437",".327","0.764","97","74",".290",".453",".342",,,,"89.4","11.1",35.1,"27",5.7,,,"26.6"
"Lukes, Nathan","664770","2023","28","26","31","5","3","1","1","0","9","4",".192",".308",".290","0.598","2","4",".211",".310",".306",,,,"86.5","13",38.9,"0",0,,,"27.4"
"Wade Jr., LaMonte","664774","2023","29","429","519","110","77","14","2","17","95","76",".256",".417",".373","0.790","45","64",".261",".450",".377",,,,"88.4","17.4",33.6,"31",9.1,"-1",,"26.0"
"Zavala, Seby","664874","2023","29","175","193","30","19","4","0","7","70","12",".171",".314",".230","0.544","18","17",".188",".305",".249",,,,"87.5","14.9",34.9,"6",5.5,,,"26.4"
"Mendick, Danny","664901","2023","29","65","69","12","8","3","0","1","15","4",".185",".277",".232","0.509","4","4",".207",".304",".253",,,,"89.1","11",32,"2",4,,,"25.6"
"Brown, Seth","664913","2023","30","343","378","76","42","19","1","14","101","30",".222",".405",".286","0.691","52","33",".237",".451",".301",,,,"90.5","16.4",32.7,"30",12.2,"-2",,"27.3"
"Sullivan, Brett","664954","2023","29","81","86","17","13","3","0","1","19","4",".210",".284",".244","0.528","6","7",".229",".304",".263",,,,"86.9","16.3",31.7,"1",1.6,,,"27.4"
"McCarthy, Jake","664983","2023","25","276","312","67","53","7","5","2","62","26",".243",".326",".318","0.644","16","37",".242",".331",".319",,,,"85.3","7.5",32,"5",2.3,"0","57","30.0"
"Clemens, Kody","665019","2023","27","139","148","32","21","7","0","4","40","8",".230",".367",".277","0.644","13","15",".224",".347",".271",,,,"90.4","15.2",29.3,"6",6.1,,,"27.5"
"Walsh, Jared","665120","2023","29","104","116","13","5","4","0","4","45","11",".125",".279",".216","0.495","11","10",".149",".255",".237",,,,"86.1","18.4",27.1,"4",6.8,"0",,"26.2"
"Maton, Nick","665155","2023","26","249","293","43","26","9","0","8","73","38",".173",".305",".288","0.593","32","29",".191",".331",".305",,,,"86.1","18.2",31.8,"15",8.4,,,"27.2"
"Peña, Jeremy","665161","2023","25","577","634","152","107","32","3","10","129","43",".263",".381",".324","0.705","52","81",".265",".376",".325",,,,"88","5.5",32.4,"18",4,,"62","29.4"
"Tatis Jr., Fernando","665487","2023","24","575","635","148","89","33","1","25","141","53",".257",".449",".322","0.771","78","91",".281",".508",".344",,,,"91.9","11",31.5,"48",11,"9","32","29.3"
"Guerrero Jr., Vladimir","665489","2023","24","602","682","159","103","30","0","26","100","67",".264",".444",".345","0.789","94","78",".299",".503",".378",,,,"92.1","10.5",32.4,"56",11.1,,,"26.4"
"Pache, Cristian","665506","2023","24","84","95","20","10","7","1","2","27","10",".238",".417",".319","0.736","11","12",".244",".392",".324",,,,"89.9","8.6",39.7,"4",6.9,"3",,"27.8"
"Soto, Juan","665742","2023","24","568","708","156","88","32","1","35","129","132",".275",".519",".410","0.929","109","97",".284",".538",".420",,,,"93.2","6.7",28.5,"58",13,"-9",,"26.8"
"Taveras, Leody","665750","2023","24","511","554","136","88","31","3","14","117","35",".266",".421",".312","0.733","67","67",".270",".407",".320",,,,"90.1","10.2",35.2,"29",7.2,"7","43","29.1"
"Amaya, Miguel","665804","2023","24","131","156","28","19","4","0","5","40","12",".214",".359",".329","0.688","18","17",".232",".393",".346",,,,"87","18.6",34.4,"9",9.7,,,"26.0"
"Cabrera, Oswaldo","665828","2023","24","298","330","63","47","11","0","5","72","25",".211",".299",".275","0.574","29","35",".211",".309",".275",,,,"87.8","13.4",27.7,"8",3.5,"-1",,"27.8"
"Cruz, Oneil","665833","2023","24","32","40","8","6","1","0","1","8","7",".250",".375",".375","0.750","4","7",".209",".363",".346",,,,"89.5","10.5",20,"1",4,,"3","28.7"
"Valdez, Enmanuel","665839","2023","24","139","149","37","23","8","0","6","37","8",".266",".453",".311","0.764","19","17",".236",".426",".282",,,,"87.5","10.2",35.3,"11",10.8,,,"26.4"
"Chisholm Jr., Jazz","665862","2023","25","352","383","88","55","12","2","19","118","26",".250",".457",".304","0.761","51","50",".224",".431",".281",,,,"90.3","10.7",25.3,"29",12.2,"4","10","28.4"
"Fermín, José","665877","2023","24","51","61","12","11","1","0","0","8","6",".235",".255",".339","0.594","4","2",".278",".343",".376",,,,"89.5","9.9",35.6,"0",0,,,"28.0"
"Ruiz, Esteury","665923","2023","24","449","497","114","84","24","1","5","99","20",".254",".345",".309","0.654","47","47",".234",".316",".290",,,,"82.7","9.9",32.7,"9",2.5,"2","63","29.6"
"Giménez, Andrés","665926","2023","24","557","616","140","93","27","5","15","112","32",".251",".399",".314","0.713","62","76",".245",".367",".309",,,,"84.8","13.1",29.9,"25",5.5,,"40","29.2"
"Aranda, Jonathan","666018","2023","25","87","103","20","13","4","1","2","31","13",".230",".368",".340","0.708","13","13",".192",".303",".308",,,,"89","8.4",26.3,"3",5.3,,,"26.1"
"Fermin, Freddy","666023","2023","28","217","235","61","41","10","1","9","50","13",".281",".461",".321","0.782","32","26",".277",".457",".319",,,,"89.9","11.7",35.1,"17",9.9,,,"27.1"
"Jones, Nolan","666134","2023","25","367","424","109","63","22","4","20","126","53",".297",".542",".389","0.931","62","60",".249",".499",".348",,,,"90.1","9.8",34.7,"38",15.7,"-4",,"28.4"
"Kirilloff, Alex","666135","2023","25","281","319","76","50","14","1","11","80","28",".270",".445",".348","0.793","41","35",".261",".425",".341",,,,"88.6","12.4",40.2,"15",7.4,"0",,"27.2"
"Lowe, Josh","666139","2023","25","466","501","136","81","33","2","20","124","31",".292",".500",".335","0.835","83","71",".276",".480",".321",,,,"89.1","14.3",36.2,"38",11,"-2","13","28.7"
