"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_caught_stealing","r_total_stolen_base","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hp_to_1b","sprint_speed",""
"Moncada, Yoan","660162","2023","28","334","357","87","55","20","1","11","107","20",30,5.6,".260",".425",".305","0.730","40","0","1","89.4",42.5,10.1,"4.6","26.4",
"Ohtani, Shohei","660271","2023","28","497","599","151","73","26","8","44","143","91",23.9,15.2,".304",".654",".412","1.066","95","6","20","94.4",35.6,19.6,"4.16","27.8",
"Arauz, Jonathan","660620","2023","24","59","66","8","5","0","0","3","18","5",27.3,7.6,".136",".288",".203","0.491","9","0","0","86.7",25.6,7,,"26.1",
"Hernandez, Yonny","660634","2023","25","22","27","3","2","1","0","0","8","2",29.6,7.4,".136",".182",".231","0.413","4","0","0","86.8",31.3,0,,"25.6",
"Brujan, Vidal","660644","2023","25","76","84","13","11","2","0","0","21","5",25,6,".171",".197",".241","0.438","6","2","3","86",19.6,1.8,,"26.8",
"Acuna Jr., Ronald","660670","2023","25","643","735","217","137","35","4","41","84","80",11.4,10.9,".337",".596",".416","1.012","106","14","73","94.7",33.5,15.3,"4.34","28.0",
"Ruiz, Keibert","660688","2023","24","523","562","136","94","24","0","18","58","31",10.3,5.5,".260",".409",".308","0.717","67","1","1","87.4",39.4,5.8,"4.78","25.1",
"Montero, Elehuris","660707","2023","24","284","307","69","41","15","2","11","111","15",36.2,4.9,".243",".426",".290","0.716","39","0","0","88.3",31.8,6.8,"4.63","26.6",
"Gonzalez, Oscar","660757","2023","25","173","180","37","26","7","2","2","46","5",25.6,2.8,".214",".312",".239","0.551","12","0","0","88.5",31.3,7.8,"4.44","28.0",
"Yepez, Juan","660766","2023","25","60","65","11","8","1","0","2","20","4",30.8,6.2,".183",".300",".246","0.546","2","1","0","80",35,7.5,,"25.6",
"Sanchez, Jesus","660821","2023","25","360","402","91","51","23","3","14","107","38",26.6,9.5,".253",".450",".327","0.777","52","1","3","90.4",32.9,12.2,"4.44","27.5",
"Contreras, William","661388","2023","25","540","611","156","100","38","1","17","126","63",20.6,10.3,".289",".457",".367","0.824","78","1","6","91.3",27.1,9.4,"4.49","26.5",
"Serven, Brian","661531","2023","28","23","23","3","2","1","0","0","10","0",43.5,0,".130",".174",".130","0.304","1","0","0","86.5",23.1,0,,"25.1",
"Varsho, Daulton","662139","2023","26","527","581","116","70","23","3","20","135","45",23.2,7.7,".220",".389",".285","0.674","61","7","16","87.8",34.3,7.3,"4.33","28.1",
"Jones, Jahmai","663330","2023","25","10","11","2","1","1","0","0","5","1",45.5,9.1,".200",".300",".273","0.573","3","0","1","98.7",20,20,,,
"Perkins, Blake","663368","2023","26","143","168","31","20","7","0","4","46","23",27.4,13.7,".217",".350",".325","0.675","20","2","5","85.8",31.3,5.1,"4.14","30.0",
"Nootbaar, Lars","663457","2023","25","426","503","111","73","23","1","14","99","72",19.7,14.3,".261",".418",".367","0.785","46","1","11","89.1",30.8,8.8,"4.3","27.8",
"Nevin, Tyler","663527","2023","26","95","111","19","13","3","1","2","25","12",22.5,10.8,".200",".316",".306","0.622","10","1","0","89.3",26.8,7,"4.78","25.7",
"Hoerner, Nico","663538","2023","26","619","688","175","135","27","4","9","83","49",12.1,7.1,".283",".383",".346","0.729","68","7","43","86.6",33,1.8,"4.31","28.5",
"Cabbage, Trey","663550","2023","26","53","56","11","7","3","0","1","26","2",46.4,3.6,".208",".321",".232","0.553","7","1","1","86.7",28.6,7.1,,"28.4",
"Riley, Austin","663586","2023","26","636","715","179","107","32","3","37","172","59",24.1,8.3,".281",".516",".345","0.861","97","1","3","92.3",35.2,13.9,"4.5","28.1",
"Baker, Luken","663609","2023","26","86","99","18","13","3","0","2","31","13",31.3,13.1,".209",".314",".313","0.627","10","0","0","93.1",38.2,7.3,,"24.7",
"Madrigal, Nick","663611","2023","26","270","294","71","52","16","1","2","24","10",8.2,3.4,".263",".352",".311","0.663","28","2","10","86.2",29.9,0.8,"4.27","27.9",
"Larnach, Trevor","663616","2023","26","183","212","39","21","7","3","8","72","27",34,12.7,".213",".415",".311","0.726","40","1","1","90.1",41.6,13.3,"4.52","26.6",
"Mountcastle, Ryan","663624","2023","26","423","470","114","74","21","1","18","107","37",22.8,7.9,".270",".452",".328","0.780","68","1","3","91.4",35.9,12.1,"4.43","28.2",
"McKenna, Ryan","663630","2023","26","122","139","31","22","7","0","2","40","9",28.8,6.5,".254",".361",".316","0.677","18","0","5","91",31,6.9,"4.24","28.7",
"Hayes, Ke'Bryan","663647","2023","26","494","525","134","81","31","7","15","104","28",19.8,5.3,".271",".453",".309","0.762","61","6","10","92.2",34.1,7.4,"4.52","27.1",
"Tucker, Kyle","663656","2023","26","574","674","163","92","37","5","29","92","80",13.6,11.9,".284",".517",".369","0.886","112","5","30","90.2",35.4,10.6,"4.51","26.6",
"India, Jonathan","663697","2023","26","454","529","111","71","23","0","17","109","52",20.6,9.8,".244",".407",".338","0.745","61","2","14","89.5",37.2,7.7,"4.49","27.8",
"Bart, Joey","663698","2023","26","87","95","18","13","5","0","0","23","3",24.2,3.2,".207",".264",".263","0.527","5","0","0","86.2",23.1,6.2,"4.62","26.2",
"Raleigh, Cal","663728","2023","26","513","569","119","65","23","1","30","158","54",27.8,9.5,".232",".456",".306","0.762","75","0","0","89.5",36.5,12.6,"4.56","27.0",
"Fortes, Nick","663743","2023","26","294","323","60","44","10","0","6","59","17",18.3,5.3,".204",".299",".263","0.562","26","2","4","88.2",27.1,3.8,"4.44","27.6",
"Grisham, Trent","663757","2023","26","469","555","93","48","31","1","13","154","75",27.7,13.5,".198",".352",".315","0.667","50","3","15","90.3",32.8,11.9,"4.47","27.7",
"Montes, Coco","663796","2023","26","38","41","7","4","2","0","1","12","2",29.3,4.9,".184",".316",".244","0.560","3","0","0","82.5",34.6,3.8,,"27.6",
"Vierling, Matt","663837","2023","26","479","530","125","89","21","5","10","112","44",21.1,8.3,".261",".388",".329","0.717","44","6","6","89.1",32.2,4.6,"4.39","29.1",
"Rivas III, Alfonso","663845","2023","26","109","123","25","11","10","1","3","36","9",29.3,7.3,".229",".422",".303","0.725","15","0","1","89.2",41.3,6.7,"4.51","26.9",
"Gonzalez, Romy","663853","2023","26","93","97","18","9","4","2","3","36","2",37.1,2.1,".194",".376",".208","0.584","14","0","7","90.5",40.7,13.6,"4.3","29.3",
"Stephenson, Tyler","663886","2023","26","465","517","113","78","20","2","13","135","47",26.1,9.1,".243",".378",".317","0.695","56","1","0","89.4",33.2,7.6,"4.62","26.9",
"Williams, Luke","663897","2023","26","19","19","1","1","0","0","0","7","0",36.8,0,".053",".053",".053","0.106","0","0","4","83.2",16.7,0,,"28.3",
"Rodgers, Brendan","663898","2023","26","178","192","46","32","9","1","4","41","11",21.4,5.7,".258",".388",".313","0.701","20","0","0","88.3",35.8,10.9,"4.59","26.3",
"Blankenhorn, Travis","663905","2023","26","31","37","5","4","0","0","1","6","6",16.2,16.2,".161",".258",".297","0.555","1","0","0","92.3",24,4,,"25.5",
"Salazar, Cesar","663967","2023","27","18","19","2","2","0","0","0","6","1",31.6,5.3,".111",".111",".158","0.269","0","0","0","85.9",25,0,,,
"Lowe, Nathaniel","663993","2023","27","623","724","163","105","38","3","17","165","93",22.8,12.8,".262",".414",".360","0.774","82","0","1","89.8",36.7,6.5,"4.38","27.3",
"Happ, Ian","664023","2023","28","580","691","144","84","35","4","21","153","99",22.1,14.3,".248",".431",".360","0.791","84","3","14","89.9",36.7,9,"4.32","27.7",
"Mathias, Mark","664029","2023","28","62","72","14","12","2","0","0","15","10",20.8,13.9,".226",".258",".333","0.591","6","0","3","83.6",25.5,0,"4.48","27.7",
"France, Ty","664034","2023","28","587","665","147","103","32","0","12","117","43",17.6,6.5,".250",".366",".337","0.703","58","0","1","87.5",36.9,6.8,"4.87","25.0",
"Lowe, Brandon","664040","2023","28","377","436","87","50","15","1","21","119","50",27.3,11.5,".231",".443",".328","0.771","68","0","7","91.4",32.6,10.7,"4.33","27.3",
"Bader, Harrison","664056","2023","29","319","344","74","53","12","2","7","59","17",17.2,4.9,".232",".348",".274","0.622","40","3","20","85.9",32.8,5.3,"4.32","28.8",
"Stevenson, Andrew","664057","2023","29","37","40","7","6","1","0","0","8","2",20,5,".189",".216",".250","0.466","1","1","4","85.4",17.2,0,"4.14","29.2",
"Fletcher, David","664058","2023","29","89","97","22","19","1","0","2","9","7",9.3,7.2,".247",".326",".302","0.628","12","0","0","83.3",32.1,0,"4.55","26.2",
"Haggerty, Sam","664059","2023","29","91","108","23","18","3","1","1","17","15",15.7,13.9,".253",".341",".364","0.705","5","1","10","85.9",32,1.3,"4.29","29.2",
"Moore, Dylan","664238","2023","30","145","165","30","13","9","1","7","56","16",33.9,9.7,".207",".428",".303","0.731","19","3","7","89",40.4,16.9,"4.43","27.7",
"Garlick, Kyle","664247","2023","31","28","30","5","2","1","0","2","11","2",36.7,6.7,".179",".429",".233","0.662","4","0","0","92.1",29.4,29.4,,"26.1",
"Florial, Estevan","664314","2023","25","61","71","14","10","3","1","0","20","7",28.2,9.9,".230",".311",".324","0.635","8","0","3","86.2",38.1,2.4,"4.33","29.3",
"Straw, Myles","664702","2023","28","462","518","110","88","18","3","1","97","42",18.7,8.1,".238",".297",".301","0.598","29","6","20","86.3",34,0.5,"4.14","29.2",
"Isbel, Kyle","664728","2023","26","292","313","70","41","22","2","5","59","17",18.8,5.4,".240",".380",".282","0.662","34","1","7","89.4",32.2,5.5,"4.35","27.6",
"Bohm, Alec","664761","2023","26","558","611","153","102","31","0","20","94","42",15.4,6.9,".274",".437",".327","0.764","97","1","4","89.4",35.1,5.7,"4.65","26.6",
"Lukes, Nathan","664770","2023","28","26","31","5","3","1","1","0","9","4",29,12.9,".192",".308",".290","0.598","2","0","0","86.5",38.9,0,,"27.1",
"Wade Jr., LaMonte","664774","2023","29","429","519","110","77","14","2","17","95","76",18.3,14.6,".256",".417",".373","0.790","45","0","2","88.3",33.6,9.1,"4.62","26.1",
"Zavala, Seby","664874","2023","29","175","193","30","19","4","0","7","70","12",36.3,6.2,".171",".314",".230","0.544","18","0","1","87.5",34.9,5.5,"4.63","26.4",
"Mendick, Danny","664901","2023","29","65","69","12","8","3","0","1","15","4",21.7,5.8,".185",".277",".232","0.509","4","0","1","89.1",32,4,"4.68","25.6",
"Brown, Seth","664913","2023","30","343","378","76","42","19","1","14","101","30",26.7,7.9,".222",".405",".286","0.691","52","1","3","90.5",32.7,12.2,"4.58","27.3",
"Sullivan, Brett","664954","2023","29","81","86","17","13","3","0","1","19","4",22.1,4.7,".210",".284",".244","0.528","6","0","0","86.9",31.7,1.6,"4.42","27.3",
"McCarthy, Jake","664983","2023","25","276","312","67","53","7","5","2","62","26",19.9,8.3,".243",".326",".318","0.644","16","4","26","85.3",32,2.3,"4.18","29.9",
"Clemens, Kody","665019","2023","27","139","148","32","21","7","0","4","40","8",27,5.4,".230",".367",".277","0.644","13","0","0","90.4",29.3,6.1,"4.46","27.6",
"Walsh, Jared","665120","2023","29","104","116","13","5","4","0","4","45","11",38.8,9.5,".125",".279",".216","0.495","11","0","0","86.1",27.1,6.8,,"26.2",
"Maton, Nick","665155","2023","26","249","293","43","26","9","0","8","73","38",24.9,13,".173",".305",".288","0.593","32","2","1","86.1",31.8,8.4,"4.48","27.2",
"Pena, Jeremy","665161","2023","25","577","634","152","107","32","3","10","129","43",20.3,6.8,".263",".381",".324","0.705","52","9","13","88",32.4,4,"4.28","29.4",
"Tatis Jr., Fernando","665487","2023","24","575","635","148","89","33","1","25","141","53",22.2,8.3,".257",".449",".322","0.771","78","4","29","91.9",31.5,11,"4.32","29.3",
"Guerrero Jr., Vladimir","665489","2023","24","602","682","159","103","30","0","26","100","67",14.7,9.8,".264",".444",".345","0.789","94","3","5","92.1",32.4,11.1,"4.62","26.4",
"Pache, Cristian","665506","2023","24","84","95","20","10","7","1","2","27","10",28.4,10.5,".238",".417",".319","0.736","11","3","2","89.9",39.7,6.9,"4.45","27.8",
"Soto, Juan","665742","2023","24","568","708","156","88","32","1","35","129","132",18.2,18.6,".275",".519",".410","0.929","109","5","12","93.2",28.5,13,"4.39","26.8",
"Taveras, Leody","665750","2023","24","511","554","136","88","31","3","14","117","35",21.1,6.3,".266",".421",".312","0.733","67","4","14","90.1",35.2,7.2,"4.24","29.1",
"Amaya, Miguel","665804","2023","24","131","156","28","19","4","0","5","40","12",25.6,7.7,".214",".359",".329","0.688","18","0","0","87",34.4,9.7,"4.68","26.0",
"Cabrera, Oswaldo","665828","2023","24","298","330","63","47","11","0","5","72","25",21.8,7.6,".211",".299",".275","0.574","29","0","8","87.8",27.7,3.5,"4.42","27.8",
"Cruz, Oneil","665833","2023","24","32","40","8","6","1","0","1","8","7",20,17.5,".250",".375",".375","0.750","4","0","3","89.5",20,4,,"28.7",
"Valdez, Enmanuel","665839","2023","24","139","149","37","23","8","0","6","37","8",24.8,5.4,".266",".453",".311","0.764","19","1","5","87.5",35.3,10.8,"4.58","26.4",
"Chisholm Jr., Jazz","665862","2023","25","352","383","88","55","12","2","19","118","26",30.8,6.8,".250",".457",".304","0.761","51","3","22","90.3",25.3,12.2,"4.15","28.4",
"Fermin, Jose","665877","2023","24","51","61","12","11","1","0","0","8","6",13.1,9.8,".235",".255",".339","0.594","4","1","0","89.5",35.6,0,"4.29","28.0",
"Ruiz, Esteury","665923","2023","24","449","497","114","84","24","1","5","99","20",19.9,4,".254",".345",".309","0.654","47","13","67","82.7",32.7,2.5,"4.34","29.7",
"Gimenez, Andres","665926","2023","24","557","616","140","93","27","5","15","112","32",18.2,5.2,".251",".399",".314","0.713","62","6","30","84.8",29.9,5.5,"4.18","29.2",
"Aranda, Jonathan","666018","2023","25","87","103","20","13","4","1","2","31","13",30.1,12.6,".230",".368",".340","0.708","13","0","0","89",26.3,5.3,"4.59","26.1",
"Fermin, Freddy","666023","2023","28","217","235","61","41","10","1","9","50","13",21.3,5.5,".281",".461",".321","0.782","32","0","0","89.9",35.1,9.9,"4.59","27.1",
"Jones, Nolan","666134","2023","25","367","424","109","63","22","4","20","126","53",29.7,12.5,".297",".542",".389","0.931","62","4","20","90.1",34.7,15.7,"4.41","28.4",
"Kirilloff, Alex","666135","2023","25","281","319","76","50","14","1","11","80","28",25.1,8.8,".270",".445",".348","0.793","41","0","1","88.6",40.2,7.4,"4.41","27.3",
"Lowe, Josh","666139","2023","25","466","501","136","81","33","2","20","124","31",24.8,6.2,".292",".500",".335","0.835","83","3","32","89.1",36.2,11,"4.23","28.8",
"Fitzgerald, Tyler","666149","2023","25","32","34","7","3","2","0","2","10","2",29.4,5.9,".219",".469",".265","0.734","5","0","2","87.3",18.2,4.5,,"30.1",
"Fletcher, Dominic","666150","2023","25","93","102","28","20","5","1","2","22","7",21.6,6.9,".301",".441",".350","0.791","14","2","0","89.7",38.4,4.1,"4.46","26.5",
"Hamilton, David","666152","2023","25","33","39","4","2","2","0","0","10","6",25.6,15.4,".121",".182",".256","0.438","0","1","2","89",13,0,,"29.2",
"Moniak, Mickey","666160","2023","25","311","323","87","50","21","2","14","113","9",35,2.8,".280",".495",".307","0.802","45","3","6","89",38.9,12.6,"4.32","28.6",
"Rortvedt, Ben","666163","2023","25","68","79","8","5","1","0","2","19","11",24.1,13.9,".118",".221",".241","0.462","4","0","0","88",34.7,6.1,"4.63","25.9",
"Rutherford, Blake","666164","2023","26","35","36","6","6","0","0","0","10","1",27.8,2.8,".171",".171",".194","0.365","2","0","0","87.1",8,0,"4.52","27.2",
"Sabol, Blake","666165","2023","25","310","344","73","50","10","0","13","117","24",34,7,".235",".394",".301","0.695","44","2","4","89.1",31,11.2,"4.4","27.4",
"Adell, Jo","666176","2023","24","58","62","12","5","3","1","3","25","4",40.3,6.5,".207",".448",".258","0.706","6","0","1","87.3",18.2,9.1,,"29.0",
"Benson, Will","666181","2023","25","287","329","79","45","15","8","11","103","40",31.3,12.2,".275",".498",".365","0.863","31","3","19","90.2",40.5,10.3,"4.38","28.9",
"Bichette, Bo","666182","2023","25","571","601","175","122","30","3","20","115","27",19.1,4.5,".306",".475",".339","0.814","73","3","5","90.2",38.3,9.6,"4.52","27.1",
"Carlson, Dylan","666185","2023","24","219","255","48","34","8","1","5","49","26",19.2,10.2,".219",".333",".318","0.651","27","0","3","89.3",34.1,5.8,"4.39","27.7",
"Kessinger, Grae","666197","2023","25","40","45","8","5","2","0","1","12","5",26.7,11.1,".200",".325",".289","0.614","1","1","0","86.3",32.1,10.7,"4.58","26.6",
"Kieboom, Carter","666198","2023","25","87","94","18","12","2","0","4","27","6",28.7,6.4,".207",".368",".266","0.634","11","0","0","86.1",33.3,5,"4.62","26.4",
"Trammell, Taylor","666211","2023","25","46","56","6","3","0","0","3","22","9",39.3,16.1,".130",".326",".286","0.612","11","1","0","91.5",16.7,16.7,,"27.1",
"Naylor, Bo","666310","2023","23","198","230","47","23","13","0","11","53","30",23,13,".237",".470",".339","0.809","32","0","5","87.7",37,8.2,"4.34","27.4",
"Julien, Edouard","666397","2023","24","338","408","89","56","16","1","16","128","64",31.4,15.7,".263",".459",".381","0.840","37","0","3","89.5",38.8,13.1,"4.39","27.0",
"Morel, Christopher","666624","2023","24","388","429","96","50","17","3","26","133","36",31,8.4,".247",".508",".313","0.821","70","2","6","92.1",29.5,15.9,"4.42","28.6",
"Rosario, Eguy","666703","2023","23","36","37","9","5","1","1","2","12","1",32.4,2.7,".250",".500",".270","0.770","6","0","0","84.9",37.5,8.3,,"28.3",
"Castro, Rodolfo","666801","2023","24","227","256","48","35","7","0","6","74","23",28.9,9,".211",".322",".297","0.619","24","4","1","87.2",27.9,7.8,"4.48","27.3",
"Alu, Jake","666906","2023","26","159","175","36","31","2","1","2","42","10",24,5.7,".226",".289",".282","0.571","16","1","5","88.6",35.8,2.5,"4.37","28.1",
"Dalbec, Bobby","666915","2023","28","49","53","10","7","2","0","1","28","4",52.8,7.5,".204",".306",".264","0.570","1","0","1","92.2",42.9,23.8,,"28.1",
"Garcia, Adolis","666969","2023","30","555","632","136","68","29","0","39","175","65",27.7,10.3,".245",".508",".328","0.836","107","1","9","92.1",36,16.1,"4.46","27.3",
"Gurriel Jr., Lourdes","666971","2023","29","551","592","144","83","35","2","24","103","33",17.4,5.6,".261",".463",".309","0.772","82","0","5","89.7",35.3,8.4,"4.51","27.0",
"Julks, Corey","667452","2023","27","298","323","73","53","14","0","6","75","22",23.2,6.8,".245",".352",".297","0.649","33","3","15","87.9",36,4.9,"4.36","28.4",
"Myers, Dane","667472","2023","27","67","70","18","14","3","0","1","19","2",27.1,2.9,".269",".358",".286","0.644","9","1","1","91.8",28.6,2,"4.28","28.9",
"Rooker Jr., Brent","667670","2023","28","463","526","114","63","20","1","30","172","49",32.7,9.3,".246",".488",".329","0.817","69","0","4","91.6",37.3,15.6,"4.62","27.1",
"Arozarena, Randy","668227","2023","28","551","654","140","95","19","3","23","156","80",23.9,12.2,".254",".425",".364","0.789","83","10","22","91.7",31.8,12.3,"4.25","28.4",
"Pratto, Nick","668472","2023","24","306","345","71","48","16","0","7","138","29",40,8.4,".232",".353",".307","0.660","35","1","1","87.5",40.7,8.1,"4.5","26.3",
